Record ID,Category,Prompt Preview,检查是否完成,是否存在Viewer失败项,是否待仿真,标注版本,零件拆分与活动属性是否合理,零件数量和种类是否符合描述,必要结构是否完整,几何形状、尺寸和比例是否合理,零件位置、朝向与装配关系是否合理,初始状态是否不存在非预期穿插、悬浮或脱离,父子关系与连接对象是否正确,活动零件是否具有对应的运动学关节,运动学关节类型是否正确,运动学关节的位置与轴向是否正确,运动学关节的运动范围是否合理,活动零件是否具有可信的实体连接或支撑结构,运动过程中是否不存在非预期穿模或几何干涉,多部件机构的连接与运动关系是否合理,Notes,Annotator,Legacy Failure Types,Legacy Source,Legacy Conversion Notes,Created At,Updated At
rec_air_pump_with_t_handle_a7b0cd104883452ca43f7c9b34286db6,Air pump with T-handle,"A dual-head floor pump with a tall barrel, a T-handle, a low gauge, and a clamping valve head at the hose end, plus a folding handle grip around the top bar....",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_air_pump_with_t_handle_e8da4b31a9314391aa0f7dd65013359f,Air pump with T-handle,"A service-station pump with a tubular barrel, a straight T-handle, and a side-mounted gauge housing above the foot pads, plus a folding handle grip around th...",否,,,old,不满足,满足,满足,,,,满足,不满足,,满足,满足,满足,,,,wanglin,missing_articulation,旧版350转换（有失败记录）,missing_articulation → 零件拆分与活动属性、对应运动学关节均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_air_purifier_with_filter_door_32e6cf9db5124716b9e4eea99251fa47,Air purifier with filter door,"An industrial portable air scrubber with a tall boxy rectangular housing on casters, a front access door on the lower half, and a four-stage filter stack ins...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_air_purifier_with_filter_door_66455844bdd24e80ad22c4178de55601,Air purifier with filter door,"A wide box-shaped air purifier with two side-by-side filter bays, each sealed by a hinged door that swings open on a revolute hinge at the body face.",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_part; missing_dynamics,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。；missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_air_purifier_with_filter_door_c739afd5c89343b28eef9b2333094848,Air purifier with filter door,"A wall air purifier with a hinged front cover and an inner filter drawer on bottom rails. The front cover rotates on a vertical hinge at one side, and the in...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_air_purifier_with_filter_door_e50582cbd8c74ea088ac6fb1218ca3d4,Air purifier with filter door,"An under-desk air purifier with a flat low-profile rectangular housing, a front grille face, and a hinged bottom panel that drops open on a revolute hinge at...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_all_in_one_printer_with_scanner_lid_and_paper_tray_e04fb5f7b1224681bf3e4df1f7d77d52,All-in-one printer with scanner lid and paper tray,"A wireless home all-in-one printer with a low body, a flatbed scanner lid, a rear paper guide, and a front output tray beneath a compact control strip. The s...",否,,,old,满足,满足,满足,,,,满足,满足,,,,不满足,,,,wanglin,invalid_axis_or_range; missing_dynamics,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。；missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_0011,Articulated task lamp,A wall-mounted task lamp with a folding arm on two revolute joints and a rotating cylindrical shade at the tip.,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_0a36acca0a084b5fa067884aabf8fcb4,Articulated task lamp,"An under-cabinet LED strip lamp with a flat wall bracket, a two-link folding arm, and a flat LED strip bar at the tip. The first link attaches to the wall br...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_26b8afbe241c433fa325fbf23fe8edda,Articulated task lamp,"A wall-mounted task lamp with a circular wall plate, a short lower arm, a longer upper arm, and a bell shade. The lower arm rotates on a hinge at the wall pl...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_40a6b812a19a487e857babea0348cfe7,Articulated task lamp,"A clamp-base monitor-mount task lamp with a C-clamp base, a short post on a revolute swivel joint at the clamp boss, a two-link arm with revolute shoulder an...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_6e57f7ca48f94eb6b7eab7837960f129,Articulated task lamp,"A multi-segment studio painting floor lamp with a wide round base, a tall post, a three-link arm, and a flat lamp panel. Links connect through sequential rev...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_9200ab1a6b0e4686869aa67bc8ca0b29,Articulated task lamp,"A clip-on drafting lamp with a double-jaw clamp base, a two-link arm, and a cone shade. The first link revolves on a revolute joint at the clamp post top. Th...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_articulated_task_lamp_a7fb8de10c874f1bb217b293d86eeac6,Articulated task lamp,"A wall-mount swing-arm task lamp with a rectangular wall plate, a single arm on a revolute joint at the wall plate boss, the arm extending on a prismatic joi...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_astronomical_telescope_on_tripod_0003,Astronomical telescope on tripod,A short-tube telescope on a German equatorial mount. The tube is a smooth cylinder with a dew shield ring at the objective end and a visual focuser barrel at...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_astronomical_telescope_on_tripod_1e2913436c2e4e8d9602aed81e8e06c5,Astronomical telescope on tripod,A binocular astronomy instrument with two parallel refractor tubes on a single-arm yoke mount. The two cylindrical tubes are fixed to a shared horizontal cra...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_astronomical_telescope_on_tripod_89eee28637f34b68b433a17f4ced937f,Astronomical telescope on tripod,A refractor spotting scope on a ball-head alt-az tripod. A medium-length cylindrical refractor tube connects to the tripod head on a ball-head bracket. The h...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_astronomical_telescope_on_tripod_f0fc23e7049a473c801d94faffe3904c,Astronomical telescope on tripod,"A realistic, highly detailed astronomical telescope on a tripod with a long optical tube, a supporting mount head, adjustable tripod legs, and a believable a...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_barrier_gate_0007,Barrier gate,A security barrier gate with a flat housing and a folding boom arm with revolute joints at the housing pivot and the arm midpoint.,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_barrier_gate_0444d0f8a1e14f6fb45a1866bd673b6f,Barrier gate,"A telescoping street bollard with a square outer sleeve fixed in the ground and an inner square post that extends vertically on a prismatic joint, and a hing...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_barrier_gate_557f4d79951148ad88a0c526a09987a0,Barrier gate,A security barrier gate with a flat housing and a folding boom arm with revolute joints at the housing pivot and the arm midpoint.,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_barrier_gate_8511b32d0c8e4b5d81f1159eaa410fb6,Barrier gate,A retractable post barrier with a round chrome post that telescopes into a flush ground socket. The post slides prismatically along the vertical axis into th...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_barrier_gate_fa1d028f5e4b44eabbe7ec74f19ea254,Barrier gate,A parking barrier gate with a rectangular control housing and a counterweighted horizontal boom arm that lifts on a revolute hinge.,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_barrier_gate_fab6145ee69b4baeba25ceded4bab04d,Barrier gate,A hinged bollard barrier with a round steel bollard post that folds to horizontal. The post folds on a revolute hinge at its base plate about a horizontal ax...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_bell_tower_with_swinging_bell_53eb980281484b5c90f51824d63843ee,Bell tower with swinging bell,"An Alpine wooden bell cote with a narrow rectangular timber frame, a pointed roof, and a single brass bell hung on a pivot beam inside the frame. The pivot b...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_bell_tower_with_swinging_bell_753c4c2b2de14b0882d1ad9070e85061,Bell tower with swinging bell,"A Gothic cathedral stone belfry tower with a pointed octagonal spire above a ribbed drum, two large bells each hung from a timber yoke on a separate horizont...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
